name,country,city,ranking,programs,tuition,scholarship,website
Changchun University of Technology,China,Main City,287,"Business Analytics, Software Engineering, Data Science",10256,Medium,http://www.ccut.edu.cn/
Chengdu University,China,Main City,349,"Cybersecurity, Artificial Intelligence, Software Engineering",19106,High,http://www.cdu.edu.cn/
Chengdu University of Traditional Chinese Medicine,China,Main City,239,"Artificial Intelligence, Cybersecurity, Business Analytics",16183,Very High,http://www.cdutcm.edu.cn/
Chengdu University of Technology,China,Main City,149,"Data Science, MS Computer Science, Robotics",25437,Medium,http://www.cdut.edu.cn/
China Foreign Affairs University,China,Main City,86,"Software Engineering, MS Computer Science, MBA",11789,Low,http://www.cfau.edu.cn/
China Academy of Art,China,Main City,66,"Artificial Intelligence, Data Science, MBA",17598,Medium,http://www.chinaacademyofart.com/
Chengdu Institute of Sichuan International Studies University,China,Main City,170,"Artificial Intelligence, Software Engineering, Cybersecurity",13115,High,http://www.cisisu.edu.cn/
China Medical University Shenyang,China,Main City,127,"Robotics, Business Analytics, MS Computer Science",8134,Very High,http://www.cmu.edu.cn/
Changchun Teachers College,China,Main City,119,"Robotics, MS Computer Science, Data Science",14412,Low,http://www.cncnc.edu.cn/
Capital Normal University,China,Main City,421,"MBA, Robotics, Artificial Intelligence",26660,Very High,http://www.cnu.edu.cn/
Chinese People's Public Security University,China,Main City,412,"Cybersecurity, MS Computer Science, Artificial Intelligence",22441,High,http://www.cppsu.edu.cn/
China Pharmaceutical University Nanjing,China,Main City,459,"Business Analytics, MS Computer Science, Robotics",25587,High,http://www.cpu.edu.cn/
Capital University of Medical Sciences,China,Main City,187,"Data Science, Robotics, MBA",10267,Very High,http://www.cpums.edu.cn/
Chongqing Education College,China,Main City,376,"Artificial Intelligence, Software Engineering, Data Science",23673,Very High,http://www.cqec.net.cn/
Chongqing Vocational College of Public Transportation,China,Main City,233,"MS Computer Science, Cybersecurity, Software Engineering",27364,Very High,http://www.cqgyzy.com/
Chongqing Medical University,China,Main City,163,"Data Science, Artificial Intelligence, Business Analytics",25435,Low,http://www.cqmu.edu.cn/
Chongqing Normal University,China,Main City,399,"Software Engineering, MBA, Robotics",28837,High,http://www.cqnu.edu.cn/
Chongqing Telecommunication College,China,Main City,75,"MBA, MS Computer Science, Software Engineering",9207,High,http://www.cqtcedu.com/
Chongqing University of Communications,China,Main City,208,"Robotics, Software Engineering, Data Science",19101,Medium,http://www.cquc.edu.cn/
Chongqing University,China,Main City,267,"Cybersecurity, Robotics, MS Computer Science",16324,Low,http://www.cqu.edu.cn/
Chongqing University of Post and Telecommunications,China,Main City,270,"Artificial Intelligence, Business Analytics, Software Engineering",16436,Very High,http://www.cqupt.edu.cn/
Chongqing University of Science and Technology,China,Main City,291,"Software Engineering, Cybersecurity, Artificial Intelligence",9812,Medium,http://www.cqust.cn/
Chongqing University of Technology,China,Main City,136,"Data Science, Software Engineering, MS Computer Science",13840,Very High,http://www.cqut.edu.cn/
Chongqing Wenli University,China,Main City,201,"Software Engineering, Data Science, Robotics",27398,Low,http://www.cqwu.net/
Central Radio and TV University,China,Main City,415,"Data Science, Cybersecurity, MBA",12991,Medium,http://www.crtvu.edu.cn/
Central South Forestry University,China,Main City,143,"Software Engineering, MBA, Robotics",20329,Very High,http://www.csfu.edu.cn/
Changsha Railway University,China,Main City,374,"Artificial Intelligence, Business Analytics, MS Computer Science",11827,Medium,http://www.csru.edu.cn/
Central South University,China,Main City,326,"Cybersecurity, MS Computer Science, Artificial Intelligence",23090,Medium,http://www.csu.edu.cn/
Changsha University of Electric Power,China,Main City,265,"MBA, Data Science, Robotics",17841,Low,http://www.csuep.edu.cn/
Chongqing Technology and Business University,China,Main City,363,"Data Science, Artificial Intelligence, Robotics",11478,Very High,http://www.ctbu.edu.cn/
China Three Gorges University,China,Main City,116,"MBA, Robotics, MS Computer Science",12102,High,http://www.ctgu.edu.cn/
China USA Business University,China,Main City,330,"MS Computer Science, Artificial Intelligence, MBA",12171,Low,http://www.cubu.edu/
Communication University of China,China,Main City,77,"Software Engineering, MBA, Robotics",19451,Low,http://www.cuc.edu.cn/
Capital University of Economics and Business,China,Main City,315,"Robotics, MS Computer Science, Data Science",19555,Low,http://www.cueb.edu.cn/
Central University of Finance and Economics,China,Main City,498,"Artificial Intelligence, Cybersecurity, Robotics",18154,Very High,http://www.cufe.edu.cn/
China University of Geoscience Beijing,China,Main City,233,"Data Science, Cybersecurity, Robotics",11994,High,http://www.cugb.edu.cn/
China University of Geosciences Wuhan,China,Main City,275,"Software Engineering, Cybersecurity, Artificial Intelligence",12327,High,http://www.cug.edu.cn/
China University of Mining Technology - Beijing,China,Main City,140,"MBA, Artificial Intelligence, Business Analytics",20948,Low,http://www.cumtb.edu.cn/
China University of Mining Technology - Xuzhou,China,Main City,20,"Software Engineering, Cybersecurity, Data Science",28827,Low,http://www.cumt.edu.cn/
Central University for Nationalities,China,Main City,29,"Artificial Intelligence, Cybersecurity, Robotics",27435,Low,http://www.cun.edu.cn/
China University of Political Science and Law,China,Main City,437,"Software Engineering, Artificial Intelligence, Data Science",28460,Very High,http://www.cupl.edu.cn/
China youth college for political science,China,Main City,497,"Data Science, Artificial Intelligence, MS Computer Science",28147,Low,http://www.cyc.edu.cn/
"Donghua University, Shanghai",China,Main City,419,"Artificial Intelligence, Robotics, Data Science",14838,Very High,http://www.dhu.edu.cn/
Dalian Medical University,China,Main City,364,"Robotics, Business Analytics, Data Science",17355,High,http://www.dlmedu.edu.cn/
Dalian Martime University,China,Main City,21,"Artificial Intelligence, Software Engineering, MS Computer Science",10360,Low,http://www.dlmu.edu.cn/
Dalian University,China,Main City,32,"Data Science, Cybersecurity, Artificial Intelligence",14029,Low,http://www.dlu.edu.cn/
Dalian University of Foreign Language,China,Main City,113,"Software Engineering, Artificial Intelligence, Cybersecurity",22488,Medium,http://www.dlufl.edu.cn/
Dalian University of Technology,China,Main City,33,"MBA, Software Engineering, Artificial Intelligence",9725,Medium,http://www.dlut.edu.cn/
Dongbei University of Finance And Economics,China,Main City,16,"Cybersecurity, Software Engineering, Data Science",28948,Very High,http://www.dufe.edu.cn/
East China Jiao Tong University,China,Main City,409,"Software Engineering, MS Computer Science, Robotics",25925,Low,http://www.ecjtu.jx.cn/
East China Normal University,China,Main City,297,"Artificial Intelligence, Data Science, Software Engineering",22139,High,http://www.ecnu.edu.cn/
East China University of Science and Technology,China,Main City,156,"Software Engineering, Robotics, Business Analytics",29294,High,http://www.ecust.edu.cn/
Emeishan Buddhist College,China,Main City,218,"MS Computer Science, Artificial Intelligence, Software Engineering",29760,High,http://www.emsfj.com/
Southern Medial University,China,Main City,428,"Cybersecurity, Software Engineering, Robotics",21697,Very High,http://www.fimmu.edu.cn/
Fujian Agricultural University,China,Main City,429,"Data Science, Cybersecurity, Business Analytics",20491,Very High,http://www.fjau.edu.cn/
Fujian Medical University,China,Main City,296,"MS Computer Science, Data Science, Robotics",15842,Medium,http://www.fjmu.edu.cn/
Fujian Normal University,China,Main City,94,"Cybersecurity, MBA, Data Science",19648,High,http://www.fjnu.edu.cn/
Fujian University of Traditional Chinese Medicine,China,Main City,106,"Software Engineering, MS Computer Science, Artificial Intelligence",18202,High,http://www.fjtcm.edu.cn/
4th Military Medical University,China,Main City,52,"Software Engineering, MS Computer Science, Artificial Intelligence",8419,Low,http://www.fmmu.edu.cn/
Foshan University,China,Main City,276,"MS Computer Science, Artificial Intelligence, Software Engineering",28934,High,http://www.fosu.edu.cn/
Fushun Petroleum University,China,Main City,452,"MS Computer Science, Data Science, Business Analytics",22846,Very High,http://www.fspu.edu.cn/
Fudan University,China,Main City,139,"Data Science, Software Engineering, MBA",21244,High,http://www.fudan.edu.cn/
Fuzhou University,China,Main City,189,"Artificial Intelligence, MS Computer Science, Business Analytics",14285,Medium,http://www.fzu.edu.cn/
Guangdong Polytechnic Normal University,China,Main City,251,"Artificial Intelligence, MS Computer Science, Cybersecurity",10922,High,http://www.gdin.edu.cn/
Guangdong Radio & TV University,China,Main City,61,"Software Engineering, Business Analytics, MBA",13208,Medium,http://www.gdrtvu.edu.cn/
Guangdong University of Foreign Studies,China,Main City,156,"Software Engineering, Robotics, Cybersecurity",26323,Medium,http://www.gdufs.edu.cn/
Guangdong University of Technology,China,Main City,189,"MS Computer Science, Artificial Intelligence, Cybersecurity",29573,Very High,http://www.gdut.edu.cn/
Gansu Agricultural University,China,Main City,418,"Data Science, Robotics, MBA",16608,Medium,http://www.gsau.edu.cn/
Gansu University of Technology,China,Main City,311,"Software Engineering, Data Science, MS Computer Science",17802,High,http://www.gsut.edu.cn/
Atharva College of Engineering,India,Mumbai,263,"MBA, Business Analytics, Software Engineering",5773,Low,https://atharvacoe.ac.in
Bhagwan Parshuram Institute of Technology,India,Delhi,309,"Software Engineering, Data Science, Cybersecurity",11103,Medium,http://bpitindia.ac.in
University of Petroleum and Energy Studies,India,Delhi,232,"Cybersecurity, Artificial Intelligence, Business Analytics",11337,Very High,https://www.upes.ac.in/
Ashoka University,India,Bangalore,405,"Artificial Intelligence, Data Science, Business Analytics",3937,Low,https://www.ashoka.edu.in
Indian Institute of Information Technology Sri City,India,Mumbai,91,"Cybersecurity, MBA, Robotics",11276,Low,https://www.iiits.ac.in/
DAV Institute of Engineering & Technology,India,Delhi,96,"Business Analytics, Cybersecurity, MS Computer Science",10373,Low,http://www.davietjal.org/
Lovely Professional University,India,Delhi,247,"Robotics, MBA, Data Science",3185,High,http://www.lpu.in/
Somaiya Vidyavihar,India,Mumbai,162,"Robotics, Software Engineering, MBA",7542,Very High,https://somaiya.edu/
NorthCap University,India,Bangalore,328,"MBA, Data Science, Robotics",7439,Low,http://www.ncuindia.edu/
Dharamsinh Desai University,India,Delhi,194,"Cybersecurity, Data Science, MBA",11635,Low,http://www.ddu.ac.in/
University of Health Sciences Andhra Pradesh,India,Mumbai,290,"MS Computer Science, Robotics, Software Engineering",2802,Very High,http://ntruhs.ap.nic.in/
"Allahabad Agricultural Institute, Deemed University",India,Bangalore,36,"Robotics, MS Computer Science, Software Engineering",11027,Medium,http://www.aaidu.org/
Assam Agricultural University,India,Mumbai,47,"Software Engineering, Business Analytics, Artificial Intelligence",9196,Low,http://www.aau.ac.in/
Ahmedabad University,India,Delhi,287,"Robotics, Business Analytics, Data Science",9154,Low,http://www.ahduni.edu.in/
All India Institute of Medical Sciences,India,Mumbai,414,"MS Computer Science, Data Science, Artificial Intelligence",3318,Low,http://www.aiims.ac.in/
AISECT University,India,Delhi,154,"Artificial Intelligence, Business Analytics, Cybersecurity",3429,High,http://www.aisectuniversity.ac.in/
Alagappa University,India,Bangalore,431,"Artificial Intelligence, Software Engineering, Robotics",6827,Low,http://www.alagappauniversity.ac.in/
Allahabad University,India,Mumbai,376,"MS Computer Science, Artificial Intelligence, Data Science",6676,High,http://www.alldunivpio.org/
Open International University for Alternative Medicines,India,Delhi,237,"Cybersecurity, Robotics, Artificial Intelligence",8067,Low,http://www.altmeduniversity.com/
Indian Board of Alternative Medicine,India,Mumbai,432,"Robotics, MS Computer Science, Artificial Intelligence",4039,Low,http://www.altmedworld.net/
Amity University,India,Delhi,167,"MBA, Software Engineering, Artificial Intelligence",5533,Very High,http://www.amity.edu/
Amrita Vishwa Vidyapeetham,India,Bangalore,321,"MS Computer Science, Cybersecurity, Software Engineering",6575,Low,http://www.amrita.edu/
Amravati University,India,Bangalore,20,"Artificial Intelligence, MBA, Cybersecurity",2002,Medium,http://www.amtuni.com/
Aligarh Muslim University,India,Delhi,297,"Software Engineering, Cybersecurity, Data Science",5202,Medium,http://www.amu.ac.in/
Andhra University,India,Mumbai,43,"Software Engineering, Business Analytics, Robotics",7991,Medium,http://www.andhrauniversity.info/
Acharya Ranga Agricultural University,India,Bangalore,63,"Data Science, Business Analytics, Software Engineering",7316,Low,http://www.angrau.net/
Annamalai University,India,Bangalore,461,"Cybersecurity, MS Computer Science, Data Science",9857,Very High,http://www.annamalaiuniversity.ac.in/
"Anna University of Technology, Tirunelveli",India,Bangalore,101,"Robotics, Data Science, MBA",9329,Medium,http://www.annauniv.edu.in/
Anna University,India,Delhi,155,"Artificial Intelligence, MBA, Software Engineering",4052,Very High,http://www.annauniv.edu/
Awadhesh Pratap Singh University,India,Bangalore,236,"Robotics, Software Engineering, MS Computer Science",9743,High,http://www.apsurewa.nic.in/
ARYA Institute of Engineering & Technology,India,Delhi,193,"MS Computer Science, Software Engineering, Cybersecurity",8933,Medium,http://www.aryainstitutejpr.com/
Assam University,India,Bangalore,101,"Cybersecurity, MS Computer Science, MBA",5677,Medium,http://www.assamuniversity.nic.in/
Gujarat Ayurved University,India,Mumbai,3,"MS Computer Science, Software Engineering, Robotics",3921,Low,http://www.ayurveduniversity.com/
Dr. Babasaheb Ambedkar Marathwada Universtiy,India,Bangalore,93,"MS Computer Science, Business Analytics, MBA",10101,Medium,http://www.bamu.net/
Berhampur University,India,Delhi,465,"Robotics, Artificial Intelligence, Software Engineering",2204,Low,http://www.bamu.nic.in/
Banasthali University,India,Delhi,396,"MS Computer Science, Data Science, MBA",10625,Medium,http://www.banasthali.org/
Bankura University,India,Mumbai,276,"MS Computer Science, Artificial Intelligence, Data Science",2834,Medium,http://www.bankurauniv.com/
Birsa Agricultural University,India,Mumbai,285,"Data Science, Business Analytics, Artificial Intelligence",11375,Medium,http://www.bau.nic.in/
Babasaheb Bhimrao Ambedkar University,India,Mumbai,266,"Cybersecurity, Robotics, Artificial Intelligence",4430,Medium,http://www.bbauindia.org/
Bidhan Chandra Agricultural University,India,Mumbai,146,"Software Engineering, Business Analytics, MS Computer Science",10078,High,http://www.bckv.edu.in/
Bharathidasan University,India,Mumbai,30,"Robotics, MBA, Cybersecurity",11629,Medium,http://www.bdu.ernet.in/
Bengal Engineering College,India,Delhi,202,"Robotics, Software Engineering, MBA",8286,Medium,http://www.becs.ac.in/
Bangalore University,India,Bangalore,376,"Software Engineering, Data Science, Robotics",11719,High,http://bengaluruuniversity.com/
Bhagwant University,India,Bangalore,197,"Cybersecurity, MS Computer Science, Artificial Intelligence",8071,Low,http://www.bhagwantuniversity.com/
Bharathiar University,India,Delhi,271,"Data Science, Artificial Intelligence, MBA",5842,Low,http://www.bharathi.ernet.in/
Bharath Institue Of Higher Education & Research,India,Mumbai,330,"Data Science, MBA, MS Computer Science",9876,High,http://www.bharathuniv.com/
Bharati Vidyapeeth University,India,Mumbai,250,"MBA, Data Science, Business Analytics",11120,High,http://www.bharatividyapeeth.edu/
Bhavnagar University,India,Delhi,158,"Artificial Intelligence, Business Analytics, Data Science",11687,High,http://www.bhavuni.edu/
Banaras Hindu University,India,Delhi,439,"Cybersecurity, MBA, Business Analytics",10741,Medium,http://www.bhu.ac.in/
Orissa University of Agriculture and Technology,India,Delhi,43,"Business Analytics, Robotics, Artificial Intelligence",10793,Low,http://bhub.ori.nic.in/ouat/
"Birla Institute of Technology, Ranchi",India,Mumbai,398,"Data Science, Software Engineering, MBA",8011,Very High,http://bitmesraranchi.org/
Birla Institute of Technology and Science,India,Bangalore,74,"Robotics, MBA, Cybersecurity",10789,Very High,http://www.bits-pilani.ac.in/
Bhupendra Narayan Mandal University,India,Mumbai,441,"Data Science, Cybersecurity, MBA",8048,High,http://www.bnmu.in/
Biju Pattnaik University of Technology,India,Delhi,24,"Business Analytics, MBA, Artificial Intelligence",6414,Very High,http://www.bput.org/
B. R. Ambedkar Bihar University,India,Mumbai,255,"Artificial Intelligence, MBA, Software Engineering",11841,High,http://www.brabu.net/
Dr. B.R. Ambedkar Open University,India,Bangalore,274,"MS Computer Science, Business Analytics, Robotics",10087,Very High,http://www.braou.ac.in/
Dr. B. R. Ambedkar National Institute of Technology Jalandhar,India,Bangalore,108,"Cybersecurity, Artificial Intelligence, Software Engineering",3435,Medium,http://www.nitj.ac.in/
Dr. Bhim Rao Abdekar University,India,Delhi,312,"Data Science, MBA, Artificial Intelligence",10366,High,http://www.brauagra.com/
B. S. Abdur Rahman University,India,Bangalore,92,"Artificial Intelligence, MBA, Software Engineering",7187,High,http://www.bsauniv.ac.in/
Barkatullah University,India,Delhi,167,"MS Computer Science, Artificial Intelligence, Robotics",3216,Very High,http://www.bubhopal.nic.in/
VIT Bhopal,India,Delhi,329,"Cybersecurity, Data Science, MS Computer Science",6541,Very High,https://vitbhopal.ac.in/
Bundelkhand University,India,Delhi,179,"MS Computer Science, Robotics, MBA",11066,High,http://www.bundelkhanduniversity.org/
University of Burdwan,India,Mumbai,147,"Artificial Intelligence, Business Analytics, MS Computer Science",9845,Very High,http://www.burdwanuniversity.ac.in/
University of Calcutta,India,Mumbai,373,"MBA, Robotics, Artificial Intelligence",3492,Low,http://www.caluniv.ac.in/
Central Agricultural University,India,Bangalore,8,"Artificial Intelligence, Software Engineering, Business Analytics",5428,High,http://www.cau.org.in/
Chaudhary Charan Singh University,India,Bangalore,439,"Software Engineering, Artificial Intelligence, Robotics",7354,Low,http://www.ccsuniversity.ac.in/
Ch. Charan Singh University,India,Bangalore,92,"Software Engineering, Artificial Intelligence, Cybersecurity",4230,Low,http://www.ccsuniversity.org/
Center for Entrepreneurship and Small Business Management,India,Bangalore,478,"MS Computer Science, Robotics, Cybersecurity",11281,Very High,http://www.cesbm.ac.in/
Christ University,India,Delhi,204,"Data Science, Robotics, MS Computer Science",7260,Medium,http://www.christuniversity.in/
Central Institute of English and Foreign Languages,India,Mumbai,87,"Cybersecurity, Business Analytics, Artificial Intelligence",6327,Very High,http://www.ciefl.org/
Central Institute of Fisheries Education,India,Mumbai,414,"Robotics, Artificial Intelligence, Cybersecurity",3849,Medium,http://www.cife.edu.in/
Central Institute of Higher Tibetan Studies,India,Mumbai,86,"MS Computer Science, Data Science, Robotics",5981,High,http://www.cihts.ac.in/
CMJ University,India,Delhi,325,"Business Analytics, MBA, MS Computer Science",6340,Low,http://www.cmjuniversity.edu.in/
Chandra Shekhar Azad University of Agriculture and Technology,India,Bangalore,464,"Data Science, Software Engineering, Business Analytics",10762,Medium,http://www.csauk.ac.in/
Cochin University of Science and Technology,India,Delhi,40,"Business Analytics, MS Computer Science, Artificial Intelligence",9040,High,http://www.cusat.ac.in/
Dr. C.V. Raman University,India,Mumbai,419,"Artificial Intelligence, Cybersecurity, Data Science",2834,Very High,http://www.cvru.ac.in/
Dhirubhai Ambani Institute of Information and Communication Technology,India,Delhi,47,"Software Engineering, MBA, Artificial Intelligence",11966,Low,http://www.da-iict.org/
Darul Huda Islamic University,India,Delhi,291,"Artificial Intelligence, Data Science, Cybersecurity",4230,High,http://www.darulhuda.com/
Dav University,India,Mumbai,390,"MBA, Artificial Intelligence, Business Analytics",3975,Low,http://www.davuniversity.org/
Devi Ahilya University of Indore,India,Delhi,149,"MBA, Robotics, Data Science",4155,Low,http://www.davv.ac.in/
Dr. Babasaheb Ambedkar Technological University,India,Bangalore,472,"Cybersecurity, Artificial Intelligence, Robotics",7216,Very High,http://www.dbatechuni.org/
Konkan Agricultural University,India,Mumbai,116,"Software Engineering, Robotics, MS Computer Science",2977,Medium,http://www.dbskkv.org/
Tamil Nadu Agricultural University,India,Mumbai,429,"MBA, Data Science, Robotics",10428,Medium,http://dbs.tn.nic.in/tnau/
Delhi College of Engineering (DCE),India,Mumbai,162,"Robotics, MBA, Software Engineering",8442,High,http://www.dceonline.net/
Deen Dayal Upadhyay Gorakhpur University,India,Bangalore,174,"MBA, Data Science, Business Analytics",8570,Very High,http://www.ddugu.edu.in/
Deccan College Postgraduate and Research Institute,India,Mumbai,325,"Robotics, Data Science, MBA",9248,Medium,http://www.deccancollegepune.ac.in/
COEP Technological University,India,Delhi,46,"Business Analytics, Robotics, Cybersecurity",9219,Low,https://www.coep.org.in/
Dayalbagh Educational Institute,India,Bangalore,500,"Software Engineering, Cybersecurity, Robotics",9088,Very High,http://www.dei.ac.in/
Dibrugarh University,India,Delhi,485,"Artificial Intelligence, Software Engineering, Robotics",8368,Medium,http://www.dibru.ernet.in/
Dravidian University,India,Bangalore,181,"Data Science, Artificial Intelligence, MBA",4167,Very High,http://www.dravidianuniversity.ac.in/
University of Delhi,India,Mumbai,451,"Artificial Intelligence, Cybersecurity, Business Analytics",4065,Low,http://www.du.ac.in/
Dr. D.Y. Patil University,India,Bangalore,462,"Data Science, Software Engineering, Business Analytics",4531,High,http://www.dypatiluniversity.org/
Eiilm University,India,Bangalore,417,"MS Computer Science, Cybersecurity, Software Engineering",11672,Medium,http://www.eiilmuniversity.ac.in/
Fatima Mata National College,India,Mumbai,495,"Data Science, MBA, Cybersecurity",6841,Low,http://www.fatimacollege.net/
Forest Research Institute Dehradun,India,Bangalore,472,"Business Analytics, Robotics, Software Engineering",7062,High,http://fri.icfre.gov.in/
Govind Ballabh Pant University of Agriculture and Technology,India,Bangalore,231,"MS Computer Science, Business Analytics, Robotics",5394,Low,http://www.gbpuat.ac.in/
Guru Ghasidas University,India,Delhi,415,"Cybersecurity, MS Computer Science, Artificial Intelligence",10224,Medium,http://www.ggu.ac.in/
Gokhale Institute of Politics and Economics,India,Mumbai,350,"Data Science, Cybersecurity, Business Analytics",4127,Low,http://www.gipe.ernet.in/
Gandhi Institute of Technology and Managment,India,Delhi,441,"Artificial Intelligence, Robotics, Data Science",6351,Very High,http://www.gitam.edu/
Guru Jambeshwar University,India,Delhi,341,"Artificial Intelligence, Cybersecurity, Robotics",9356,Medium,http://www.gju.ernet.in/
DeVry Institute of Technology,United States,Boston,470,"Data Science, MBA, Robotics",37788,Medium,http://www.devry.edu/
Florida Institute of Technology,United States,Chicago,91,"Data Science, Software Engineering, Artificial Intelligence",64304,Medium,http://www.fit.edu/
Fielding Institute,United States,Chicago,384,"MBA, Cybersecurity, MS Computer Science",38507,High,http://www.fielding.edu/
Georgia Institute of Technology,United States,Texas,108,"MBA, Business Analytics, Data Science",54764,Very High,http://www.gatech.edu/
Defense Language Institute Foreign Language Center,United States,New York,452,"Artificial Intelligence, Software Engineering, Cybersecurity",38040,High,http://www.dliflc.edu/
YTI Career Institute,United States,Texas,372,"Artificial Intelligence, Robotics, MS Computer Science",48654,Low,http://www.yti.edu/
ITT Technical Institute,United States,New York,61,"Software Engineering, Business Analytics, Robotics",45886,Low,http://itt-tech.info/
Southwest Research Institute,United States,Texas,384,"Cybersecurity, Software Engineering, MS Computer Science",63776,High,http://www.swri.edu/
SANS Technology Institute,United States,New York,310,"Artificial Intelligence, Software Engineering, MS Computer Science",69120,High,http://www.sans.edu/
Air Force Institute of Technology,United States,Boston,258,"Business Analytics, Robotics, Software Engineering",64734,Very High,http://www.afit.edu/
DigiPen Institute of Technology,United States,Texas,202,"MBA, Robotics, Data Science",56970,Medium,https://www.digipen.edu/
The Scripps Research Institute,United States,New York,490,"Software Engineering, MS Computer Science, Business Analytics",62717,Very High,https://scripps.edu/
California Institute of Technology,United States,Texas,201,"Software Engineering, MBA, MS Computer Science",42839,Medium,http://www.caltech.edu/
Union Institute,United States,Texas,371,"Cybersecurity, MS Computer Science, Data Science",67821,Very High,http://www.tui.edu/
Wentworth Institute of Technology,United States,Chicago,60,"MBA, Business Analytics, Cybersecurity",58607,High,http://www.wit.edu/
Virginia Military Institute,United States,Texas,289,"Robotics, Cybersecurity, MBA",61915,Very High,http://www.vmi.edu/
State University of New York Polytechnic Institute,United States,Chicago,392,"MBA, MS Computer Science, Data Science",43721,Medium,http://www.sunypoly.edu/
Stevens Institute of Technology,United States,Texas,209,"Cybersecurity, MS Computer Science, Artificial Intelligence",49190,High,http://www.stevens.edu/
School of the Art Institute of Chicago,United States,Texas,84,"MBA, Robotics, Cybersecurity",65489,Very High,http://www.saic.edu
Indiana Institute of Technology,United States,Chicago,300,"Cybersecurity, Business Analytics, MBA",62949,Low,http://www.indianatech.edu/
GMI Engineering and Management Institute,United States,New York,110,"MS Computer Science, Software Engineering, Robotics",46827,Low,http://www.gmi.edu/
Illinois Institute of Technology,United States,Texas,408,"Business Analytics, Artificial Intelligence, Cybersecurity",39421,Low,http://www.iit.edu/
Rensselaer Polytechnic Institute,United States,California,288,"Data Science, Software Engineering, MBA",52074,Low,http://www.rpi.edu/
Rochester Institute of Technology,United States,New York,20,"Software Engineering, Artificial Intelligence, Robotics",48536,Very High,http://www.rit.edu/
Rose-Hulman Institute of Technology,United States,New York,67,"Robotics, Data Science, Business Analytics",66317,Very High,http://www.rose-hulman.edu/
Pratt Institute,United States,Chicago,192,"Data Science, MS Computer Science, Cybersecurity",52186,Medium,http://www.pratt.edu/
Oregon Institute of Technology,United States,Boston,213,"Artificial Intelligence, Robotics, Cybersecurity",58496,Low,http://www.oit.edu/
Oregon Graduate Institute of Science and Technology,United States,California,423,"Artificial Intelligence, Robotics, MBA",50490,Low,http://www.ogi.edu/
New Mexico Institute of Mining & Technology,United States,Texas,361,"Data Science, MS Computer Science, Cybersecurity",60333,High,http://www.nmt.edu/
New Jersey Institute of Technology,United States,Texas,144,"MS Computer Science, Robotics, MBA",46483,Medium,http://www.njit.edu/
New England Institute of Technology,United States,Chicago,98,"Artificial Intelligence, Robotics, Data Science",46622,High,http://www.neit.edu/
New York Institute of Technology,United States,Texas,157,"Artificial Intelligence, Software Engineering, Cybersecurity",52706,Low,http://www.nyit.edu/
Massachusetts Institute of Technology,United States,Texas,370,"Robotics, MBA, Data Science",61491,High,http://web.mit.edu/
Worcester Polytechnic Institute,United States,California,277,"MBA, Cybersecurity, Data Science",57438,Very High,http://www.wpi.edu/
Marion Military Institute,United States,Chicago,346,"Software Engineering, Robotics, Artificial Intelligence",52829,Low,http://www.marionmilitary.edu
California Institute of the Arts,United States,California,342,"MS Computer Science, Software Engineering, MBA",43245,High,https://calarts.edu/
Southeast Technical Institute,United States,Chicago,17,"Business Analytics, MS Computer Science, Software Engineering",62223,Medium,http://www.southeasttech.edu
Western Dakota Technical Institute,United States,New York,225,"Artificial Intelligence, MBA, Cybersecurity",57274,Low,https://www.wdt.edu
Lake Area Technical Institute,United States,New York,311,"Cybersecurity, Data Science, Robotics",42713,High,http://www.lakeareatech.edu
Mitchell Technical Institute,United States,Texas,59,"Business Analytics, Artificial Intelligence, MBA",43982,Very High,http://www.mitchelltech.edu
Lamar Institute of Technology,United States,Texas,226,"MS Computer Science, Software Engineering, Business Analytics",44322,High,http://www.lit.edu
Pittsburgh Technical Institute,United States,Boston,428,"Software Engineering, MBA, MS Computer Science",43598,Very High,http://www.pti.edu
Pennsylvania Institute of Technology,United States,Boston,40,"Business Analytics, MBA, Artificial Intelligence",45438,Low,http://www.pit.edu
Ohio State University Agricultural Technical Institute,United States,California,228,"MS Computer Science, Data Science, Software Engineering",38852,Low,http://www.ati.osu.edu/
New Mexico Military Institute,United States,Texas,353,"Software Engineering, MS Computer Science, Cybersecurity",43515,Low,http://www.nmmi.edu
Caldwell Community College and Technical Institute,United States,Boston,146,"MBA, Artificial Intelligence, MS Computer Science",59576,Medium,http://www.cccti.edu
Southwestern Indian Polytechnic Institute,United States,Texas,310,"MS Computer Science, Data Science, Cybersecurity",65982,Low,http://www.sipi.edu
Maryland Institute College of Arts,United States,California,459,"Business Analytics, Cybersecurity, MS Computer Science",55334,Low,https://www.mica.edu/
Island Drafting & Technical Institute,United States,Chicago,380,"Artificial Intelligence, Business Analytics, Software Engineering",40850,High,https://www.idti.edu/
The Art Institutes,United States,Texas,215,"MBA, Cybersecurity, MS Computer Science",48779,Medium,http://www.aii.edu/
Technical Career Institutes,United States,Boston,427,"Robotics, MBA, MS Computer Science",44013,High,http://www.tcicollege.edu
Institute for Advanced Study,United States,New York,337,"MS Computer Science, MBA, Cybersecurity",64199,Low,http://www.ias.edu/
Institute for World Politics,United States,New York,148,"Data Science, MBA, MS Computer Science",64572,High,http://www.iwp.edu/
University of Southern California,United States,Texas,163,"MBA, Business Analytics, Artificial Intelligence",63190,Medium,http://www.usc.edu/
